task_id,people,timestamp,ground_id,location
332,2,2022-07-31 10:15:00,17418,YYZ
477,9,2022-07-31 11:36:00,17418,YYZ
68,5,2022-08-01 11:10:00,17422,YYZ
108,3,2022-08-02 14:53:00,17425,YUL
1088,1,2022-08-02 14:53:00,17425,YUL
1247,1,2022-08-02 14:53:00,17425,YUL
130,5,2022-08-03 11:00:00,17427,YYZ
898,6,2022-08-04 11:00:00,17431,YYZ
1158,1,2022-08-06 09:21:00,17439,YYZ
839,1,2022-08-06 09:21:00,17439,YYZ
1041,1,2022-08-06 09:21:00,17439,YYZ
22719,3,2022-08-07 10:30:00,17443,YYZ
23131,2,2022-08-07 11:00:00,17443,YYZ
23250,5,2022-08-07 12:10:30,17443,YYZ
23086,1,2022-08-08 11:57:51.428571,17448,YYZ
22344,3,2022-08-08 11:57:51.428571,17448,YYZ
22854,4,2022-08-09 16:00:00,17450,YUL
22474,1,2022-08-09 14:53:00,17450,YUL
18143,2,2022-08-09 16:00:00,17451,YYC
248,3,2022-08-10 11:00:00,17457,YYZ
23249,2,2022-08-10 11:00:00,17457,YYZ
447,4,2022-08-10 11:34:30,17457,YYZ
1099,2,2022-08-10 11:48:00,17457,YYZ
14356,5,2022-08-11 12:00:00,17460,YYZ
7774,1,2022-08-12 16:50:00,17464,YYC
10591,1,2022-08-13 10:30:00,17469,YYZ
22261,1,2022-08-14 11:00:00,17474,YYZ
22897,1,2022-08-17 11:00:00,17483,YYZ
23007,2,2022-08-21 10:30:00,17503,YYZ
17582,6,2022-08-27 11:00:00,17526,YYZ
1624,1,2022-08-30 14:53:00,17537,YUL
7668,1,2022-09-07 20:55:00,17568,YYZ
16539,2,2022-09-07 16:00:00,17569,YVR
7156,1,2022-09-07 11:10:00,17570,YYZ
7294,1,2022-09-07 11:10:00,17570,YYZ
7296,1,2022-09-14 16:00:00,17600,YVR
7305,1,2022-09-14 16:00:00,17600,YVR
7331,1,2022-09-14 16:00:00,17600,YVR
7712,1,2022-09-14 16:00:00,17600,YVR
7880,1,2022-09-14 16:00:00,17600,YVR
8009,1,2022-09-14 16:00:00,17600,YVR
15010,4,2022-09-17 11:00:00,17615,YYZ
10970,1,2022-09-18 11:10:00,17617,YYZ
16419,3,2022-09-23 20:55:00,17641,YYZ
16451,3,2022-09-23 20:55:00,17641,YYZ
16481,3,2022-09-23 20:55:00,17641,YYZ
16482,4,2022-09-23 20:55:00,17641,YYZ
16506,4,2022-09-23 20:55:00,17641,YYZ
16541,4,2022-09-23 20:55:00,17641,YYZ
7770,1,2022-09-25 11:30:00,17649,YYZ
7882,1,2022-09-25 11:35:00,17649,YYZ
10825,1,2022-09-26 11:00:00,17651,YYZ
22203,7,2022-09-27 15:13:00,17656,YUL
14103,1,2022-09-28 11:15:00,17657,YYZ
14208,1,2022-09-28 11:15:00,17657,YYZ
14349,1,2022-09-28 11:15:00,17657,YYZ
17835,4,2022-10-03 15:13:00,17668,YUL
17846,5,2022-10-03 16:00:00,17668,YUL
19227,26,2022-10-12 19:19:00,17684,YYZ
4,13,2022-07-30 15:30:00,17697,YYZ
33,6,2022-07-30 15:30:00,17697,YYZ
306,3,2022-07-30 15:30:00,17697,YYZ
554,2,2022-07-30 16:00:00,17697,YYZ
579,2,2022-07-30 16:00:00,17697,YYZ
185,4,2022-07-30 16:00:00,17697,YYZ
1038,1,2022-07-30 16:00:00,17697,YYZ
1214,2,2022-07-30 16:50:00,17697,YYZ
494,5,2022-07-30 17:00:00,17697,YYZ
1011,4,2022-07-30 17:10:00,17697,YYZ
1368,1,2022-07-30 16:50:00,17697,YYZ
1372,1,2022-07-30 16:59:00,17697,YYZ
1389,1,2022-07-30 17:08:00,17697,YYZ
211,2,2022-07-30 10:30:00,17700,YYZ
865,1,2022-07-30 11:40:00,17700,YYZ
