task_id,people,timestamp,ground_id,location
466,4,2022-07-30 10:09:09.230769,29313,YYZ
69,10,2022-07-30 15:39:00,29318,YUL
15,12,2022-07-30 10:12:00,29319,YYZ
471,9,2022-07-30 11:00:00,29319,YYZ
73,2,2022-07-30 00:25:00,29328,YUL
412,2,2022-07-30 00:25:00,29328,YUL
1084,1,2022-07-30 00:25:00,29328,YUL
1244,1,2022-07-30 00:25:00,29328,YUL
415,2,2022-07-30 11:25:00,29331,YVR
618,1,2022-07-30 11:25:00,29331,YVR
719,3,2022-07-30 12:30:00,29331,YVR
1235,1,2022-07-30 11:56:00,29331,YVR
32,11,2022-07-30 17:30:00,29332,YVR
7,9,2022-07-30 20:25:00,29333,YYZ
736,1,2022-07-30 20:25:00,29333,YYZ
420,3,2022-07-30 12:37:00,29335,YVR
662,2,2022-07-30 12:37:00,29335,YVR
915,2,2022-07-30 12:55:00,29335,YVR
38,13,2022-07-30 09:23:00,29337,YYZ
1440,1,2022-07-30 10:01:00,29337,YYZ
39,4,2022-07-30 00:18:00,29343,YYZ
48,4,2022-07-30 00:18:00,29343,YYZ
465,1,2022-07-30 00:18:00,29343,YYZ
590,1,2022-07-30 00:18:00,29343,YYZ
893,1,2022-07-30 00:18:00,29343,YYZ
111,6,2022-07-30 11:02:00,29344,YYZ
131,6,2022-07-30 11:02:00,29344,YYZ
544,3,2022-07-30 11:12:00,29344,YYZ
634,3,2022-07-30 11:12:00,29344,YYZ
786,3,2022-07-30 11:12:00,29344,YYZ
902,2,2022-07-30 11:13:20,29344,YYZ
1176,2,2022-07-30 11:13:20,29344,YYZ
361,4,2022-07-30 11:13:20,29344,YYZ
605,10,2022-07-30 11:52:00,29344,YYZ
1264,1,2022-07-30 11:13:20,29344,YYZ
1279,2,2022-07-30 11:43:20,29344,YYZ
71,13,2022-07-30 16:53:00,29345,YVR
225,5,2022-07-30 16:51:00,29352,YVR
437,4,2022-07-30 11:45:00,29353,YVR
475,3,2022-07-30 11:56:00,29353,YVR
331,17,2022-07-30 16:40:00,29356,YVR
387,3,2022-07-30 10:56:00,29359,YVR
516,2,2022-07-30 10:56:00,29359,YVR
737,3,2022-07-30 11:00:00,29359,YVR
854,3,2022-07-30 11:00:00,29359,YVR
99,8,2022-07-30 15:51:00,29361,YVR
896,2,2022-07-30 15:51:00,29361,YVR
491,3,2022-07-30 17:55:00,29373,YYZ
623,3,2022-07-30 17:55:00,29373,YYZ
1076,2,2022-07-30 17:55:00,29373,YYZ
1127,2,2022-07-30 17:55:00,29373,YYZ
113,7,2022-07-30 17:12:00,29374,YYZ
711,3,2022-07-30 17:12:00,29374,YYZ
162,6,2022-07-30 17:12:00,29374,YYZ
187,6,2022-07-30 17:12:00,29374,YYZ
1039,2,2022-07-30 17:12:00,29374,YYZ
1198,2,2022-07-30 17:12:00,29374,YYZ
515,2,2022-07-30 01:22:00,29380,YYZ
522,3,2022-07-30 16:00:00,29386,YUL
989,2,2022-07-30 16:00:00,29386,YUL
386,7,2022-07-30 16:27:00,29386,YUL
1453,1,2022-07-30 16:00:00,29386,YUL
644,3,2022-07-30 09:41:00,29387,YVR
769,3,2022-07-30 09:41:00,29387,YVR
1317,1,2022-07-30 17:29:55.384615,29388,YVR
566,3,2022-07-30 11:12:00,29396,YYZ
601,4,2022-07-30 16:01:00,29398,YVR
748,4,2022-07-30 16:01:00,29398,YVR
1165,7,2022-07-30 16:31:00,29398,YVR
1430,1,2022-07-30 16:21:00,29398,YVR
622,2,2022-07-30 09:01:00,29409,YYZ
334,9,2022-07-30 09:01:00,29409,YYZ
639,4,2022-07-30 10:21:00,29412,YVR
1262,1,2022-07-30 10:21:00,29412,YVR
650,2,2022-07-30 17:05:00,29415,YYZ
1155,1,2022-07-30 17:05:00,29415,YYZ
660,2,2022-07-30 17:05:00,29415,YYZ
1012,2,2022-07-30 17:05:00,29415,YYZ
836,3,2022-07-30 10:39:09.230769,29419,YYZ
920,2,2022-07-30 10:24:00,29423,YVR
717,3,2022-07-30 13:34:00,29425,YVR
763,3,2022-07-30 13:34:00,29425,YVR
741,2,2022-07-31 01:22:00,29435,YYZ
154,6,2022-07-31 16:45:00,29438,YYZ
288,5,2022-07-31 16:45:00,29438,YYZ
352,4,2022-07-31 16:45:00,29438,YYZ
169,5,2022-07-31 16:53:00,29445,YVR
198,5,2022-07-31 16:51:00,29452,YVR
926,1,2022-07-31 16:51:00,29452,YVR
244,5,2022-07-31 16:51:00,29452,YVR
228,5,2022-07-31 11:45:00,29453,YVR
318,4,2022-07-31 11:02:00,29457,YYZ
789,2,2022-07-31 11:02:00,29457,YYZ
939,2,2022-07-31 17:12:00,29461,YYZ
1111,2,2022-07-31 17:12:00,29461,YYZ
452,4,2022-07-31 17:12:00,29461,YYZ
1207,1,2022-07-31 16:40:00,29468,YVR
493,11,2022-07-31 16:40:00,29468,YVR
212,4,2022-07-31 10:56:00,29471,YVR
434,4,2022-07-31 11:00:00,29471,YVR
234,5,2022-07-31 15:51:00,29474,YVR
355,3,2022-07-31 09:23:00,29477,YYZ
252,1,2022-07-31 00:25:00,29488,YUL
254,1,2022-07-31 00:25:00,29488,YUL
363,3,2022-07-31 08:35:00,29492,YYZ
380,3,2022-07-31 08:35:00,29492,YYZ
775,2,2022-07-31 08:35:00,29492,YYZ
460,5,2022-07-31 17:51:00,29493,YVR
286,4,2022-07-31 10:12:00,29500,YYZ
681,2,2022-07-31 10:12:00,29500,YYZ
407,4,2022-07-31 10:17:00,29505,YYZ
704,3,2022-07-31 10:23:00,29505,YYZ
419,6,2022-07-31 10:24:00,29506,YVR
438,1,2022-07-31 20:18:00,29512,YUL
859,1,2022-07-31 20:18:00,29512,YUL
489,2,2022-07-31 17:05:00,29515,YYZ
558,2,2022-07-31 10:40:00,29516,YYZ
1085,1,2022-07-31 09:26:00,29518,YVR
1267,1,2022-07-31 09:41:00,29526,YVR
23982,1,2022-08-02 08:46:00,29786,YVR
23987,8,2022-08-02 17:12:00,29787,YYZ
23936,1,2022-08-03 10:21:00,29815,YVR
23927,1,2022-08-03 17:05:00,29819,YYZ
23924,1,2022-08-03 00:07:00,29821,YVR
21846,1,2022-08-03 16:01:00,29824,YVR
23917,1,2022-08-03 11:02:00,29825,YYZ
23935,2,2022-08-03 17:12:00,29827,YYZ
23281,4,2022-08-03 10:56:00,29836,YVR
16696,5,2022-08-03 15:51:00,29838,YVR
23961,7,2022-08-03 09:23:00,29842,YYZ
16694,5,2022-08-03 17:18:00,29845,YYZ
16695,6,2022-08-03 18:02:00,29856,YYZ
16691,4,2022-08-03 15:41:00,29859,YVR
9927,2,2022-08-03 15:41:00,29859,YVR
1934,1,2022-08-03 15:41:00,29859,YVR
23954,2,2022-08-03 00:06:00,29869,YVR
23931,5,2022-08-03 15:57:00,29873,YUL
23974,2,2022-08-03 19:27:00,29874,YUL
24000,4,2022-08-03 01:30:00,29877,YYZ
23950,8,2022-08-03 17:24:15,29881,YVR
16693,5,2022-08-03 14:23:00,29885,YVR
23926,2,2022-08-03 16:51:00,29888,YVR
23999,3,2022-08-03 11:45:00,29890,YVR
17502,6,2022-08-03 16:40:00,29892,YVR
23916,8,2022-08-03 16:40:00,29892,YVR
10476,2,2022-08-03 16:41:00,29892,YVR
23923,7,2022-08-03 08:35:00,29901,YYZ
23944,9,2022-08-03 17:30:00,29902,YVR
16692,5,2022-08-03 14:50:00,29908,YVR
23918,11,2022-08-03 10:12:00,29911,YYZ
23945,15,2022-08-03 09:40:00,29912,YYZ
10167,2,2022-08-04 17:55:00,30015,YYZ
16204,2,2022-08-04 00:18:00,30026,YYZ
21861,6,2022-08-04 17:12:00,30029,YYZ
22018,1,2022-08-04 17:12:00,30029,YYZ
13618,2,2022-08-05 16:51:00,30134,YVR
13788,2,2022-08-05 16:51:00,30134,YVR
5570,1,2022-08-05 16:51:00,30134,YVR
5715,1,2022-08-05 16:51:00,30134,YVR
21765,1,2022-08-05 16:51:00,30134,YVR
17531,6,2022-08-05 10:12:00,30143,YYZ
